?city ?year ?population .
<http://dbpedia.org/resource/Santana%20De%20Parna%C3%ADBa> "2010" "108813"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Santar%C3%A9m> "2010" "205711"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Santar%C3%A9m> "2010" "215790"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Santo%20Andr%C3%A9> "2010" "568538"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Santo%20Andr%C3%A9> "2010" "676407"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Santos> "2010" "419086"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sao%20Bernardo%20Do%20Campo> "2010" "736466"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sao%20Bernardo%20Do%20Campo> "2010" "752658"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sao%20Caetano%20Do%20Sul> "2010" "149263"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sao%20Carlo> "2010" "116765"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sao%20Carlo> "2010" "213061"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sao%20Gon%C3%A7alo> "2010" "337273"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sao%20Gon%C3%A7alo> "2010" "998999"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sao%20Joao%20De%20Meriti> "2010" "234340"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sao%20Joao%20De%20Meriti> "2010" "458673"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sao%20Jos%C3%A9> "2010" "25993"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sao%20Jos%C3%A9> "2010" "207312"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sao%20Jos%C3%A9%20De%20Ribamar> "2010" "35978"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sao%20Jos%C3%A9%20De%20Ribamar> "2010" "37709"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sao%20Jos%C3%A9%20Do%20Rio%20Pr%C3%AATo> "2010" "372492"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sao%20Jos%C3%A9%20Do%20Rio%20Pr%C3%AATo> "2010" "383490"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sao%20Jos%C3%A9%20Dos%20Campos> "2010" "533501"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sao%20Jos%C3%A9%20Dos%20Campos> "2010" "617119"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sao%20Jos%C3%A9%20Dos%20Pinhais> "2010" "200521"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sao%20Jos%C3%A9%20Dos%20Pinhais> "2010" "236895"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sao%20Leopoldo> "2010" "213238"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/S%C3%A3O%20Louren%C3%A7O%20Da%20Mata> "2010" "92190"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/S%C3%A3O%20Louren%C3%A7O%20Da%20Mata> "2010" "96777"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sao%20Lu%C3%ADs> "2010" "958545"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/S%C3%A3o%20Mateus> "2010" "69824"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/S%C3%A3o%20Mateus> "2010" "84541"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sao%20Paulo> "2010" "105269"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sao%20Paulo> "2010" "11152968"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sao%20Vicente> "2010" "331817"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sapucaia%20do%20Sul> "2010" "130469"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Serra> "2010" "112555"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Serra> "2010" "406411"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sertaozinho> "2010" "101784"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sertaozinho> "2010" "108772"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sete%20Lagoas> "2010" "208847"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sete%20Lagoas> "2010" "208956"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Simoes%20Filho> "2010" "105811"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sinop> "2010" "93753"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sobral> "2010" "147353"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sobral> "2010" "166310"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sorocaba> "2010" "580621"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sumar%C3%A9> "2010" "97696"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sumar%C3%A9> "2010" "238470"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Susano> "2010" "152003"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Susano> "2010" "253240"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Taboao%20Da%20Serra> "2010" "244528"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Tatu%C3%AD> "2010" "102256"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Taubat%C3%A9> "2010" "232049"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Taubat%C3%A9> "2010" "272673"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Teixeira%20De%20Freitas> "2010" "128407"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Teixeira%20De%20Freitas> "2010" "129263"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Te%C3%B3Filo%20Otoni> "2010" "105621"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Te%C3%B3Filo%20Otoni> "2010" "110076"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Teresina> "2010" "767559"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Teres%C3%B3Polis> "2010" "134156"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Teres%C3%B3Polis> "2010" "146231"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Timon> "2010" "134827"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Timon> "2010" "135133"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Toledo%2C_Spain> "2010" "103644"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Toledo%2C_Spain> "2010" "108259"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Tr%C3%AAS%20Lagoas> "2010" "96341"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Tr%C3%AAS%20Lagoas> "2010" "97069"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Trindade> "2010" "100106"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Ub%C3%A1> "2010" "93981"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Ub%C3%A1> "2010" "97636"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Uberaba> "2010" "289376"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Uberl%C3%A2Ndia> "2010" "584102"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Uberl%C3%A2Ndia> "2010" "587266"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Umuarama> "2010" "90105"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Umuarama> "2010" "93455"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Uruguaiana> "2010" "116276"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Uruguaiana> "2010" "117415"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Valinhos> "2010" "101626"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Valpara%C3%ADSo%20De%20Goi%C3%A1S> "2010" "132982"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Varginha> "2010" "119061"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Varzea%20Grande> "2010" "184069"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Varzea%20Grande> "2010" "248704"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Varzea%20Paulista> "2010" "107089"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Vespasiano> "2010" "104527"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Viamao> "2010" "87753"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Viamao> "2010" "224943"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Vila%20Velha> "2010" "171772"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Vila%20Velha> "2010" "412575"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Vitoria-Gasteiz> "2010" "211529"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Vitoria-Gasteiz> "2010" "327801"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Vit%C3%B3Ria%20Da%20Conquista> "2010" "260260"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Vit%C3%B3Ria%20Da%20Conquista> "2010" "274739"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Vit%C3%B3Ria%20De%20Santo%20Antao> "2010" "111541"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Vit%C3%B3Ria%20De%20Santo%20Antao> "2010" "113429"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Volta%20Redonda> "2010" "257686"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Votorantim> "2010" "104659"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Road%20Town> "1992" "3500"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Bandar_Seri_Begawan> "2001" "27285"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Burgas> "2012" "199284"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Pleven> "2012" "105045"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Plovdiv> "2012" "338657"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Ruse%2C_Bulgaria> "2012" "148742"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sofia> "2012" "1210820"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Stara_Zagora> "2012" "137649"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Varna> "2012" "334763"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Burgas> "2011" "200271"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Burgas> "2011" "199873"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Pleven> "2011" "106954"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Pleven> "2011" "106387"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Plovdiv> "2011" "338153"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Plovdiv> "2011" "338123"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Ruse%2C_Bulgaria> "2011" "149642"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Ruse%2C_Bulgaria> "2011" "149442"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sofia> "2011" "1202761"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sofia> "2011" "1205509"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Stara_Zagora> "2011" "138272"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Stara_Zagora> "2011" "137872"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Varna> "2011" "334870"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Varna> "2011" "334634"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Burgas> "2010" "193665"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Pleven> "2010" "110973"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Plovdiv> "2010" "348038"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Ruse%2C_Bulgaria> "2010" "156164"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sofia> "2010" "1170009"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Stara_Zagora> "2010" "140103"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Varna> "2010" "321265"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Burgas> "2009" "191313"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Pleven> "2009" "111899"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Plovdiv> "2009" "348033"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Ruse%2C_Bulgaria> "2009" "156734"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sofia> "2009" "1164201"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Stara_Zagora> "2009" "140583"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Varna> "2009" "319575"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Burgas> "2008" "188188"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Pleven> "2008" "112471"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Plovdiv> "2008" "346425"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Ruse%2C_Bulgaria> "2008" "156860"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sofia> "2008" "1159847"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Stara_Zagora> "2008" "140507"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Varna> "2008" "316148"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Burgas> "2007" "188201"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Pleven> "2007" "112976"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Plovdiv> "2007" "344456"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Ruse%2C_Bulgaria> "2007" "157144"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sofia> "2007" "1155403"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Stara_Zagora> "2007" "140950"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Varna> "2007" "312724"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Burgas> "2006" "189066"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Pleven> "2006" "113541"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Plovdiv> "2006" "342767.5"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Ruse%2C_Bulgaria> "2006" "157533"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sofia> "2006" "1151219.5"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Stara_Zagora> "2006" "141538.5"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Varna> "2006" "311630.5"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Burgas> "2005" "189387"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Pleven> "2005" "114527"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Plovdiv> "2005" "341668.5"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Ruse%2C_Bulgaria> "2005" "157870.5"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sofia> "2005" "1143689.5"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Stara_Zagora> "2005" "141484.5"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Varna> "2005" "311911"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Burgas> "2003" "191537"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Burgas> "2003" "193603"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Pleven> "2003" "118186"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Pleven> "2003" "122888"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Plovdiv> "2003" "340398"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Ruse%2C_Bulgaria> "2003" "159441"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sofia> "2003" "1120649"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sofia> "2003" "1145963"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Stara_Zagora> "2003" "142797"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Varna> "2003" "312778"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Banfora> "2006" "75917"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Banfora> "2006" "109824"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Bobo%20Dioulasso> "2006" "489967"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Bobo%20Dioulasso> "2006" "554042"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/D%C3%A9Dougou> "2006" "38862"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/D%C3%A9Dougou> "2006" "86965"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Dori> "2006" "21078"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Dori> "2006" "106808"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Fada%20N%27gourma> "2006" "41785"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Fada%20N%27gourma> "2006" "124577"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Gorom-Gorom> "2006" "8882"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Gorom-Gorom> "2006" "106346"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Kaya> "2006" "54365"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Kaya> "2006" "117122"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Koudougou> "2006" "88184"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Koudougou> "2006" "138209"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Ouagadougou> "2006" "1475223"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Ouahigouya> "2006" "73153"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Ouahigouya> "2006" "125030"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Pouytenga> "2006" "60618"^^<http://www.w3.org/2001/XMLSchema#double> .
